11.39895775,3.834144368
6.999636007,9.998846826
12.76885979,3.198837652
2.207416859,10.5353164
13.00232134,2.248309371
13.76104748,2.260008361
13.84954419,3.385855384
12.97362585,3.098899736
6.250587125,10.71752539
12.60915537,3.351406177
12.87102235,2.842102851
13.40152185,8.920044692
13.73908755,2.393564947
12.03002748,4.089113163
12.76896397,3.82026126
12.50954593,2.797708786
6.872764471,9.155798911
13.65633279,8.964943718
8.04633154,9.602865303
13.8938878,3.123805748
13.50489262,9.982137071
13.0932207,0.853408838
6.838058403,10.21152402
11.86783465,10.39036348
13.90566211,8.220075505
2.519509918,10.25139945
6.299316499,9.2872916
3.23436983,7.893391463
12.11354888,2.035251341
14.21819142,10.7110225
14.42927675,1.36703174
6.671777014,9.024400796
14.00274239,2.569379662
13.87159939,3.429910832
13.49041197,1.769861009
13.33694344,3.077509397
3.437491579,7.806326104
2.461548006,10.19168802
12.91366388,8.47074843
11.90155599,4.014990492
1.802112111,9.897859484
13.26463857,2.619147939
14.56251929,2.550823245
8.050225096,9.621456612
7.220050598,9.241731255
14.57121173,2.765415608
8.27226293,9.611577882
11.21480777,2.179914483
12.42681032,3.113051892
11.12523698,3.068406665
14.31405617,2.915685114
7.788834612,8.983778237
7.637300051,10.33197249
7.184528294,9.192157978
14.50417009,7.699312104
11.08719122,4.090032926
12.75168263,1.846624123
13.83379175,2.322583834
13.43399168,1.578733927
2.281231201,7.355338274
13.80325121,3.073104988
4.184159378,7.884180139
7.134912065,9.902794811
13.04463211,3.633367459
10.80338679,9.362421325
14.47792575,3.30309083
14.47303833,2.346042187
3.4940534,8.304732559
12.68730245,4.443674275
14.36977182,10.0680196
14.24451013,9.73648884
13.78502841,4.681300555
13.00109582,3.378178903
6.89765184,11.31142854
13.58311659,3.023158583
8.059473101,10.57189517
10.63336889,2.953147485
12.42132994,3.702712796
3.536578538,1.702950712
7.421033253,8.775272019
13.79212155,9.12554873
12.83626839,2.610239185
12.12455358,3.051561902
2.899726693,9.156735896
12.71994543,2.183830856
12.4739256,10.75112088
14.4586279,9.844895429
14.66810519,2.288633403
14.20634407,8.245751807
13.02822622,3.531097423
13.36789546,7.022369485
12.56884016,3.325778719
13.42651901,3.694622397
13.13959574,3.734785911
12.50966334,3.035751123
13.03880813,2.186611825
12.65570852,1.940028565
3.572243881,10.42010575
13.21062289,1.463426914
11.76756355,2.117089424
